area,storage_capacity,residence_time,runoff_fraction,NSE
197506.38826145953,7.8798538476694535,20.630467877741285,0.06520035416191697,-0.09968772880353982
197506.38826145953,7.8798538476694535,20.630467877741285,0.06520035416191697,-0.09718755889715602
202775.56567953064,15.713495336845963,25.27418342179067,0.08167620371629075,-0.078158683316502
196505.2501272632,19.553118946040996,22.24320972658584,0.0680313896699305,-0.056785952660025396
199761.51649907857,18.908679781046533,26.812046389170924,0.08974533903539592,-0.0018335995640856861
197873.36623710813,6.380426637886329,25.90444945065171,0.08280765790405584,-0.002064628036945626
196584.11946454662,10.97549446218931,22.354974641090998,0.09865414593075442,0.07418720207396268
195299.03939555914,15.712284265655363,23.122985780545413,0.09912039840101958,0.0941216472427947
195299.03939555914,15.712284265655363,23.122985780545413,0.09912039840101958,0.09410420662214347
195691.8816221024,17.348877655427287,24.575799567989026,0.09975878008666048,0.09242480990308266
195691.8816221024,17.348877655427287,24.575799567989026,0.09975878008666048,0.09199841410214049
195691.8816221024,17.348877655427287,24.575799567989026,0.09975878008666048,0.09155689207341722
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.0984714906895735
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.0966082598204816
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.09462239405319572
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.09253310388183822
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.09035777728953065
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.08811213096011983
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.08581034959864364
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.08346521427308085
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.08108822062070609
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.07868968769839602
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.07627885819707003
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.07386399068574934
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.07145244450012744
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.06905075784382575
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.06666471962724685
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.06429943552899664
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.06195938872789408
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.05964849571944819
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.05737015759909059
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.0551273071652949
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.05292245216871161
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.05075771500854531
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.048634869154312255
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.04655537254986586
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.04452039823683551
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.042530862416476745
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.04058745015208132
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.03869063889857627
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.036840720031567686
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.03503781853482224
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.03328191099291378
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.031572842024442105
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.029910339280739606
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.02829402712534601
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.026723439100565738
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.025198029279180023
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.023717182591774466
194854.08859691847,22.379255781051945,26.17633964609265,0.09982660821194467,0.02228022421307274
