area,storage_capacity,residence_time,runoff_fraction,RMSE
275246.0057470875,16.1959901336227,11.52920966719191,0.061656623008014486,513.5890480794079
273902.01215064916,14.865798665700607,12.381120844638522,0.060867685612655036,501.48126334352685
273902.01215064916,14.865798665700607,12.381120844638522,0.060867685612655036,501.48126334352685
273902.01215064916,14.865798665700607,12.381120844638522,0.060867685612655036,501.48126334352685
274161.2374837155,11.536139642668621,12.382692336299185,0.06482760077478845,497.3680899633732
274161.2374837155,11.536139642668621,12.382692336299185,0.06482760077478845,497.3680899633732
273630.7054815679,15.146555666351285,12.381120844638522,0.06407031861873012,497.3152699869822
273021.9528564506,16.24622865175529,12.4526914603919,0.06383094333320553,495.3690663413674
273630.7054815679,15.146555666351285,12.808449049114845,0.06407031861873012,493.35157458454825
272646.3103061124,16.558069566402875,12.806652250996585,0.0644963837588025,490.40815783213054
